Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary
06-07-1979,18:30:00,"Anchorage, Alaska",Aeroflot,0,Detroit - Pittsburg,Hindustan Aeronautics 748-2M,CCCP-86470,37309006,27,0,27,27,0,27,0,Hit by  a U.S. Marine Corps RH-53D Sea Stallion helicopter during a hostage rescue operation while on the ground.
17-06-1979,10:50:00,"Beirut, Lebanon",Indian Airlines,0,Khartoum - Nairobi,de Havilland Canada DHC-6 Twin Otter 300,B-2311,10207,10,8,2,1,0,1,0,"The plane crashed into a mountain 5,500 ft. high at 300 mph during an approach to Tenerife. The pilot, while in a holding pattern, took the aircraft in an area of high ground not maintaining the correct altitude. Lack of communication between the pilot and co-pilot."
07-11-1979,10:40:00,"St. Croix, Virgin Islands",Aeroflot / Aeroflot,0,Caracas - Merida,Fokker F-28 Fellowship 1000,D2-TAB,21006/398,61,57,4,61,57,4,0,"The aircraft entered a thunderstorm, was caught in a downdraft and struck the ground 8 nm northeast of Bangkok International Airport. The pilot directed the aircraft into a thunderstorm in an early dissipating stage.  The aircraft was severely affected by a downdraft and lost altitude rapidly. At that time, the altitude of the aircraft was 1,500 ft. and the pilot could not maintain altitude. Procedural error by the pilot. Was not tuned to weather warning, did not use his weather radar and flew into an area of severe weather."
07-12-1979,07:30:00,"Off Sumburgh, Shetlands, Scotland",Aeroflot,0,Manado - Gorontalo,Britten Norman BN-2A Trislander,HK-2536,3850453,9,8,1,9,8,1,0,Crashed in the Tapecua mountains.
07-12-1979,13:56:00,"Canton, Ohio",Aeroflot,0,Columbus - Los Angeles \  Los Angeles - Fresno,Cessna 402B,N30093,56,7,6,1,7,6,1,0,Accidentally shot down by anti-aircraft fire.
23-07-1979,09:38:00,"Leningrad, USSR",Aeroflot,0,Elefsis AB - Volos-Néa Anchialos,Boeing 707-327C,CC-CJE,B-049,6,0,6,6,0,6,0,Deviated from their course to avoid a thunderstorm and crashed into a cloud covered mountain.
24-07-1979,09:17:00,"Near Panvel, India",China Airlines (Taiwan),0,Macao - Taisha,de Havilland DH-114 Heron,265,345,21,19,2,8,7,1,0,After penetrating a thunderstorm massive amounts of water cause both engine to lose power. Although the engines were restarted the crew could not recover and crashed into a field. Engine failure due to massive ingestion of water into both engines. Crew error. Unwise decision to enter an area of thunderstorms. Critical weather not disseminated.
31-07-1979,07:15:00,"Near Volgograd, Russia",Butler Aviation Inc.,0,Cleveland - Indianapolis,Hawker Siddeley HS-748-1,CCCP-26627,46852/125,47,44,3,17,15,2,0,"Two Libyan MiG aircraft concealed themselves from radar detection by flying closely to the DC-9. When this was discovered, an attempt was made by either French or US aircraft to intercept the MiGs. It was believed that a shot fired at the MiGs accidentally struck Itavia Flight 870. The aircraft exploded and crashed off the island of Ustica. A report released in 1994 stated new evidence pointed to an explosive device aboard the aircraft causing the crash."
08-02-1979,08:30:00,"Near Enisseysk, USSR",Aero Transporti Italiani,0,Punta Arenas - Puerto Williams,Cessna  501 Citation,B-202,17552/161,3,2,1,1,0,1,0,"The aircraft crashed and burned in a field, two minutes after takeoff reaching a height of only 500 ft. Windshear."
08-03-1979,10:30:00,"Near Kirsanov, Russia",Pacific Coastal Airlines,0,Luena-Cazombo,LET 410M turbojet,N844H,23884/1643,14,12,2,14,12,2,0,The cargo plane crashed into a mountain in poor visibility.
08-04-1979,00:50:00,"Andema, Russia",Military - U.S. Air Force,0,Denver - Colorado Springs,Hindustan Aeronautics 748 2-224,N8053U,8052,45,40,5,45,40,5,0,"Crashed after continued VFR flight into adverse weather conditions. No windshield wipers, unreliable attitude indicator and inoperative turn needle."
08-11-1979,16:28:00,"Off Taipei, Taiwan",West Coast Air,0,Maracaibo - Santa Barbara de Zulia,Tupolev TU-134A / Tupolev Tu-134A,TC-JBR,AC-481,178,155,13,178,155,13,0,"The aircraft touched down in water 1,000 ft. short of the runway."
24-08-1979,22:59:00,"Near Klamath Falls, Oregon",Swissair,0,"San Diego - Amarillo, TX  - Evansville, IN",Antonov AN-12,74-1693,439,16,10,6,11,5,6,0,"The flight experienced a fire in the aft cargo compartment  6 minutes after taking off from Rilyadh. The plane returned to the airport and landed but because of a delay in evacuating the plane, all aboard were killed by smoke and fire. Half a minute before landing the captain decided not to order an emergency evacuation.  When he landed, he did not stop immediately but instead proceeded to make a normal landing delaying the fire equipment from putting out the fire. It took a full twenty-three minutes after touchdown before the doors were opened. The failure of the captain to prepare the cabin crew for immediate evacuation upon landing and his failure in not making a maximum stop landing on the runway, with immediate evacuation."
29-08-1979,22:56:00,"Near Sarroch,  Italy",Comair,0,Luanda-Dundo,Tupolev TU-124,PT-HJN,1705,63,58,5,63,58,5,0,"A section of the tail separated in flight and the aircraft crashed into a swamp. Broken spigot fitting, which is part of  the elevator torque tube assembly. The part was not repaced as required."
09-03-1979,16:30:00,"Blink Horn Point, Canada",Aeroflot,0,Koweit City-Ras-al-Mishab-Dakar,Antonov AN-24,YA-GAZ,17341/31,44,37,7,40,35,5,0,Crashed after being struck by lightning
09-11-1979,06:50:00,"Merced, California",Western Airlines,0,Trashkent - Navoi,Boeing 707-324C,YV-67C,208-00115,6,0,6,6,0,6,0,While en route a wing separated from the cargo plane which led to loss of control.  The wing attachment bolts failed in turbulence.
14-09-1979,11:10:00,"Porpoise Bay, British Columbia Canada",American Airlines,0,Yellahanka-Yellahanka,Douglas DC-7,N51CA,7309,12,10,2,12,10,2,0,"The aircraft crashed into the Atlantic Ocean about 3.5 nm SW of West End Settlement in low ceiling and thunderstorm activity. The cause was unable to be determined. Contributing factors include flight into thunderstorm activity, a malfunctioning pitot tube and improper supervision by airline management."
14-09-1979,18:59:00,"Athens, Greece",Aeroflot,0,"Williamsport, PA  - Philadelphia, PA",McDonnell Douglas DC-9-32,N37MN,402C-0638,31,27,4,31,27,4,0,Crashed on takeoff after losing one engine.
18-09-1979,12:37:00,"Covington, Kentucky",Transamerica Airlines,0,Sturdee - Smithers,Britten Norman BN-7A lslander,EL-AIH,33448421,9,8,1,4,8,1,0,Crashed into the desert after taking off. Report of an in-flight fire.
19-09-1979,03:56:00,"Lensk, Russia",Pakistan International Airlines,0,Atlanta - Brunswick,Boeing KC-135A,CCCP-87291,23440153,5,0,5,5,0,5,0,Crashed shortly after taking off.
30-09-1979,22:15:00,"Mexico City, Mexico",Air New Zealand,0,Hiva Ou - Nuku Hiva,de Havilland Canada DHC-6 Twin Otter 200,58-1009/68-1015,19514/597,16,14,2,2,1,1,0,Shot down by Afghan guerrilla forces as it prepared to land.
10-07-1979,07:46:00,"Near Chicago, Illinois",Aerolineas La Gaviola,0,Ambon - Ternate - Manado,McDonnell Douglas DC-8-62,5801,23795/1319,156,145,11,14,14,0,0,Descended at an excessive sink rate at a banked angle until it crashed to the ground as it prepared to land at Cairo Airport.
10-08-1979,15:00:00,"Vologda, Russia",Aeroflot,0,Local sightseeing,Piper PA-31,HC-BAT,400,8,7,1,8,7,1,0,Undershot runway and crashed while landing in fog. Crew error.
27-10-1979,07:45:00,"Granger, Utah",CAMBA,0,Villavicencio - Miraflores Guaviarel,Antonov An-2TP,141010,767,12,10,2,3,2,1,0,"The aircraft crashed into a mountain at 9,500 ft. while descending to land. Continued VFR flight in deteriorating weather at low altitude in a mountainous area."
31-10-1979,00:30:00,"Near At Ta'if, Jeddah, Saudi Arabia",SATENA,0,"Sukhumi - 	St. Petersburg",McDonnell Douglas DC-10-10,L4K-12/18,389,88,77,11,72,63,9,1,The cargo plane entered a steep bank shortly after takeoff and crashed. Complete engine failure/flameout No.1 engine. Powerplant failure for undetermined reasons. Pilot-in-command  failed to obtain/maintain flying speed. Improper emergency procedures
15-11-1979,16:30:00,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",Fuerza Aérea del Peru,0,Cologne-Bakhtaran,Boeing B-727,N334EA,97305602,78,72,6,0,0,0,0,The aircraft broke-up in flight in bad weather.
16-11-1979,13:02:00,"San Andres Island, Colombia",Turkish Airlines (THY),0,"Bangkok - Wien, Austria",Yakovlev YAK-40,PK-GFV,11223,5,0,5,3,0,3,0,A fire and explosion took place 5 minutes after taking off. The explosion was possibly caused by a bomb placed in the rear section of the aircraft.
18-11-1979,08:20:00,"Cherskiy, Russia",Douglas Airways,0,"Grada Zuma, Bahamas - Cape Hatien",Lockheed L-188CF Electra,C-FTLU,19035/272,3,0,3,3,0,3,0,Two passengers were sucked out of the plane after a tire exploded in the wheel well causing damage to the fuselage.
26-11-1979,06:15:00,"Apolo, Bolivia",HaÃ¯ti Air Inter,0,Luanda - Cafunfo,Boeing B-707-340C,N1968R,4129,156,145,11,156,145,11,0,"Stalled, crashed shortly after taking off."
28-11-1979,08:20:00,"Cerro Toledo Mountain, Colombia",Private charter,0,Bogota - Malambo,McDonnell Douglas DC-10-30,152720,69,257,237,20,257,237,20,0,"During an instrument approach, the aircraft descended below 3,500 ft. and impacted rising terrain became airborne, went over a hilltop and came to rest 1,380 ft. further on. A fire started in the area of the right engine and spread throughout the fuselage. A premature descent to minimum descent altitude based on the flightcrew's use of an incorrect distance measuring equipment frequency and the flightcrew's subsequent failure to remain at or above MDA."
30-11-1979,09:55:00,"Near Puerto Esperanza, Peru",Ambler Air Service,0,Benin - Kano,Grumman G-21 Goose,TZ-ACH,296,9,7,2,9,7,2,0,Crashed shortly after taking off approximately 10 miles north of Leningrad.
12-09-1979,18:14:00,"Ankara, Turkey",Iran Air,0,Saint Petersburg - Voronezh,Antonov AN-26,74-2068,3187,7,2,5,7,2,5,0,"Crashed in rain, fog, windshear.  Pilot distracted as a result of a major electrical system failure. Undetected deviation from flightpath."
12-12-1979,05:30:00,"Menari, Papua New Guinea",Pelita Air Service,0,Bellvista - Pucallpa,Martin 404,B-889,776,11,0,0,10,0,0,0,The main rotor disk failed from a fatigue fracture while attempting to land.
18-12-1979,16:10:00,Haiti,Military - Union of Burma Air Force,0,New Orleans - Mobile - Birmingham,Douglas DC-4 (C-54),HC-BIG,77310801,21,16,5,21,16,5,0,Crashed into a tug boat and barges while on approach in heavy rain and wind and broke in two.
22-12-1979,22:18:00,Over the Atlantic Ocean,Cubana de Aviacon,0,Jeddah - Sokoto,de Havilland Canada DHC-5 Buffalo,G-BEON,131/53,29,24,5,29,24,5,0,"The military transport crashed into Subic Bay, 15 miles west-northwest of Cubi Point Naval Air Station where it had taken off an hour earlier and where it was on approach to land. Witnesses saw the aircraft flying at a low altitude just before crashing into the sea and exploding in flames."
23-12-1979,01:20:00,"Shungnak, Alaska",Rotor Airs Inc - Air Taxi,0,Nogougou - Luganville,Fokker F-28 Fellowship 1000,C-GAUN,217/57N,45,41,4,41,38,3,0,"As the plane was taking off, one of the engines failed and after climbing to 500 ft., the aircraft plunged to earth and exploded in flames."
23-12-1979,08:10:00,"Elburz Mtns., near Tehran, Iran",Advance Airlines,0,Altukaki - Rarotonga,GAF Nomad 22B,N88LV,2351703,16,14,2,16,14,2,0,Hit the ground short of the runway in snow and fog.
01-02-1980,16:30:00,"Mt. Cemonyet,  Indonesia",Military - Indian Air Force,0,Bucharest - Timisoara,Britten Norman BN Islander,CCCP-65129,163,9,8,1,9,8,1,0,Separation of a propeller blade caused a forced landing resulting the the plane crashing and burining.
01-11-1980,17:00:00,"Near Mandalay, Burma",China Airlines (Taiwan),0,Calcutta - Imphal,Cessna 441 Conquest,HL-7442,208-00091,2,1,1,2,1,1,0,The cargo plane flew into the ground while trying to avoid bad weather.
14-01-1980,08:07:00,"Baracoa, Cuba",LOT Polish Airlines,0,"Ketchikan, AK - Wrangell, AK",Cessna 185A,C-GIPF,268,9,8,1,7,6,1,0,"While climbing through 3,800 ft., a Loon collided with the cargo plane penetrating the windshield. The copilot was killed and the captain sustained serious injuries. Debris from the windshield were ingested by the No.2 engine which had to be shut down. The pilot returned to the airport for a successful emergency landing."
21-01-1980,09:13:00,"Leeville, Louisiana",Military - U.S. Air Force,0,Sampit - Plangkaraya,Boeing B-727-86,B-264 / ?,1567,128,120,8,128,120,8,0,"A midair collision occurred 2 nm east-southeast of Loveland, Colorado at 13,000 ft.. Two killed and 3 injured on the Cessna and 13 killed on the Jetstream. The failure of the Cessna pilot to establish communications with the Denver Center and his climbing into controlled airspace above 12,500 ft without an authorized transponder. Contributing factor was the fact that existing regulations did not prohibit parachute jumping in or immediately adjacent to federal airways."
23-01-1980,13:22:00,"Sydney, NSW, Australia",Eagle Commuter,0,Bario - Marudi,CASA 212 Aviocar 100,A40-BK,19276/592,13,10,3,13,10,3,0,Crashed during final approach. Hudbay Oil Co. charter.
24-01-1980,07:15:00,"Near Agra, India",VOTEC,0,Laredo - Houston,Fairchild FH-227H,B-11109,"	 57310208",44,0,0,43,0,0,0,Crashed into a mountainside. Icing.
02-03-1980,09:23:00,"Manila, Philippines",Transbrasil,0,Lensk - Omsk,Yakovlev YAK-40,PP-SBH,103,37,33,4,1,1,0,0,"While cruising at FL 210, the pitch trim moved to the full nose-down position. Gravational forces from the resulting dive led to the break-up of the aircraft."
21-02-1980,00:15:00,"Near Warsaw, Poland",Aeroflot,0,Djibouti  - : Dire Dawa-Aba,Sikorsky S-62A,XY-AEE,208B-0169,7,6,1,6,6,0,0,The aircraft crashed into a river bed after two missed approaches and while in a holding pattern. Severe turbulence and thunderstorms where occurring in area. Loss of control of the aircraft and impact with the water by an error of the pilot in assessing the meteorological conditions on crossing through a zone of extremely violent cumulonimbus clouds. Windshear.
21-02-1980,13:57:00,"Near Yenice, Turkey",Military - U.S. Air Force,0,Moncton - Hamilton,Beechcraft Super King Air 200,N748LL,208B-0172,13,12,1,13,12,1,0,Shot down by a surface-to-air missile.
22-02-1980,23:07:00,"Houston, Texas",Dan Air Services,0,St. Petersburg - Voronezh,Fairchild C-119G,N26288,24,47,0,0,46,0,0,1,"Crashed into a mountain at 8,800 feet obscured by clouds."
27-02-1980,10:15:00,"Off Macae, Brazil",Thai Airways,0,Kira-Kira - Honiara,Boeing B-707-309C,D2-TBN,10206,135,124,11,2,2,0,0,Crashed into a mountain in fog.
